Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collecting_institution,common_name,strain,subtype,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),host_common_name,host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,receipt_date,ReleaseDate,create_date,version,Sample Name,Sample_Name,SRA Study,Submitter_Id,system type
ERR3474794,WGS,502,106120792,PRJEB33950,SAMEA5859207,71570426,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496421,SAMEA5859207,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:34:00Z,1,SAMEA5859207,sample_218,ERP116786,sample_218,in vivo human
ERR3474795,WGS,502,12534438,PRJEB33950,SAMEA5859208,8559937,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496422,SAMEA5859208,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:33:00Z,1,SAMEA5859208,sample_219,ERP116786,sample_219,in vivo human
ERR3474796,WGS,502,43015878,PRJEB33950,SAMEA5859209,31739614,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496423,SAMEA5859209,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:03:57Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:33:00Z,1,SAMEA5859209,sample_220,ERP116786,sample_220,in vivo human
ERR3474797,WGS,502,155810760,PRJEB33950,SAMEA5859210,100584214,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496424,SAMEA5859210,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:34:00Z,1,SAMEA5859210,sample_221,ERP116786,sample_221,in vivo human
ERR3474798,WGS,502,145485624,PRJEB33950,SAMEA5859211,95916221,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496425,SAMEA5859211,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:34:00Z,1,SAMEA5859211,sample_222,ERP116786,sample_222,in vivo human
ERR3474799,WGS,502,186842392,PRJEB33950,SAMEA5859212,130425241,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496426,SAMEA5859212,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:34:00Z,1,SAMEA5859212,sample_223,ERP116786,sample_223,in vivo human
ERR3474800,WGS,502,158964324,PRJEB33950,SAMEA5859213,109311405,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496427,SAMEA5859213,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:34:00Z,1,SAMEA5859213,sample_224,ERP116786,sample_224,in vivo human
ERR3474801,WGS,502,142667898,PRJEB33950,SAMEA5859214,96491749,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496428,SAMEA5859214,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:34:00Z,1,SAMEA5859214,sample_225,ERP116786,sample_225,in vivo human
ERR3474802,WGS,502,131286052,PRJEB33950,SAMEA5859215,85946718,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496429,SAMEA5859215,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:35:00Z,1,SAMEA5859215,sample_226,ERP116786,sample_226,in vivo human
ERR3474803,WGS,502,69691154,PRJEB33950,SAMEA5859216,44790427,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496430,SAMEA5859216,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:35:00Z,1,SAMEA5859216,sample_227,ERP116786,sample_227,in vivo human
ERR3474804,WGS,502,4706250,PRJEB33950,SAMEA5859217,3271724,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496431,SAMEA5859217,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:35:00Z,1,SAMEA5859217,sample_228,ERP116786,sample_228,in vivo human
ERR3474805,WGS,502,192341300,PRJEB33950,SAMEA5859218,133654759,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496432,SAMEA5859218,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:35:00Z,1,SAMEA5859218,sample_229,ERP116786,sample_229,in vivo human
ERR3474806,WGS,502,185097440,PRJEB33950,SAMEA5859219,123760472,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496433,SAMEA5859219,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:35:00Z,1,SAMEA5859219,sample_230,ERP116786,sample_230,in vivo human
ERR3474807,WGS,502,304118126,PRJEB33950,SAMEA5859220,200663290,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496434,SAMEA5859220,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:35:00Z,1,SAMEA5859220,sample_231,ERP116786,sample_231,in vivo human
ERR3474808,WGS,502,278787708,PRJEB33950,SAMEA5859221,182662544,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496435,SAMEA5859221,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:35:00Z,1,SAMEA5859221,sample_232,ERP116786,sample_232,in vivo human
ERR3474809,WGS,502,316424656,PRJEB33950,SAMEA5859222,198357379,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496436,SAMEA5859222,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:59:23Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:35:00Z,1,SAMEA5859222,sample_233,ERP116786,sample_233,in vivo human
ERR3474810,WGS,502,138823080,PRJEB33950,SAMEA5859223,94251628,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496437,SAMEA5859223,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:36:00Z,1,SAMEA5859223,sample_234,ERP116786,sample_234,in vivo human
ERR3474811,WGS,502,117435370,PRJEB33950,SAMEA5859224,79142562,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496438,SAMEA5859224,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:36:00Z,1,SAMEA5859224,sample_235,ERP116786,sample_235,in vivo human
ERR3474812,WGS,502,68295092,PRJEB33950,SAMEA5859225,46099752,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496439,SAMEA5859225,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:36:00Z,1,SAMEA5859225,sample_236,ERP116786,sample_236,in vivo human
ERR3474813,WGS,502,80368694,PRJEB33950,SAMEA5859226,55629378,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496440,SAMEA5859226,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:36:00Z,1,SAMEA5859226,sample_237,ERP116786,sample_237,in vivo human
ERR3474814,WGS,502,22019226,PRJEB33950,SAMEA5859227,15236636,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496441,SAMEA5859227,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:36:00Z,1,SAMEA5859227,sample_238,ERP116786,sample_238,in vivo human
ERR3474815,WGS,502,142096120,PRJEB33950,SAMEA5859228,96807741,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496442,SAMEA5859228,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:36:00Z,1,SAMEA5859228,sample_239,ERP116786,sample_239,in vivo human
ERR3474816,WGS,502,162391478,PRJEB33950,SAMEA5859229,115073665,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496443,SAMEA5859229,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:36:00Z,1,SAMEA5859229,sample_240,ERP116786,sample_240,in vivo human
ERR3474817,WGS,502,171768838,PRJEB33950,SAMEA5859230,117002837,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496444,SAMEA5859230,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:37:00Z,1,SAMEA5859230,sample_241,ERP116786,sample_241,in vivo human
ERR3474818,WGS,502,233640338,PRJEB33950,SAMEA5859231,155059053,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496445,SAMEA5859231,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:37:00Z,1,SAMEA5859231,sample_242,ERP116786,sample_242,in vivo human
ERR3474819,WGS,502,155552230,PRJEB33950,SAMEA5859232,102322349,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496446,SAMEA5859232,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:37:00Z,1,SAMEA5859232,sample_243,ERP116786,sample_243,in vivo human
ERR3474820,WGS,502,310250558,PRJEB33950,SAMEA5859233,205387768,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496447,SAMEA5859233,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:37:00Z,1,SAMEA5859233,sample_244,ERP116786,sample_244,in vivo human
ERR3474821,WGS,502,182285738,PRJEB33950,SAMEA5859234,122842618,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496448,SAMEA5859234,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:37:00Z,1,SAMEA5859234,sample_245,ERP116786,sample_245,in vivo human
ERR3474822,WGS,502,164270966,PRJEB33950,SAMEA5859235,109974881,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496449,SAMEA5859235,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:37Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:37:00Z,1,SAMEA5859235,sample_246,ERP116786,sample_246,in vivo human
ERR3474823,WGS,502,73856248,PRJEB33950,SAMEA5859236,50535905,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496450,SAMEA5859236,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:37Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:37:00Z,1,SAMEA5859236,sample_247,ERP116786,sample_247,in vivo human
ERR3474824,WGS,502,169022396,PRJEB33950,SAMEA5859237,113331013,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496451,SAMEA5859237,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:37Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:38:00Z,1,SAMEA5859237,sample_248,ERP116786,sample_248,in vivo human
ERR3474825,WGS,502,36835756,PRJEB33950,SAMEA5859238,24025641,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496452,SAMEA5859238,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:37Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:38:00Z,1,SAMEA5859238,sample_249,ERP116786,sample_249,in vivo human
ERR3474826,WGS,502,1230402,PRJEB33950,SAMEA5859239,883891,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496453,SAMEA5859239,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:37Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:38:00Z,1,SAMEA5859239,sample_250,ERP116786,sample_250,in vivo human
ERR3474827,WGS,502,111108664,PRJEB33950,SAMEA5859240,73556608,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496454,SAMEA5859240,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:37Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:38:00Z,1,SAMEA5859240,sample_251,ERP116786,sample_251,in vivo human
ERR3474828,WGS,502,140927966,PRJEB33950,SAMEA5859241,96528136,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496455,SAMEA5859241,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:37Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:38:00Z,1,SAMEA5859241,sample_252,ERP116786,sample_252,in vivo human
ERR3474829,WGS,502,121595946,PRJEB33950,SAMEA5859242,85398990,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496456,SAMEA5859242,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:37Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:38:00Z,1,SAMEA5859242,sample_253,ERP116786,sample_253,in vivo human
ERR3474830,WGS,502,75776900,PRJEB33950,SAMEA5859243,56129654,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496457,SAMEA5859243,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:37Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:38:00Z,1,SAMEA5859243,sample_254,ERP116786,sample_254,in vivo human
